	disease	gene	class	score
592	MESH:D003924	3791	0	0.9563713073730469
593	MESH:D012559	3383	0	0.9909716248512268
594	MESH:D003924	8678	0	0.962033748626709
595	MESH:D008105	5443	0	0.9729588627815247
596	MESH:D010051	217	0	0.9413862228393555
597	MESH:D001172	6774	0	0.9914438724517822
598	MESH:D001943	7018	0	0.9840939044952393
599	MESH:D008105	6774	0	0.968055784702301
600	MESH:D007037	3313	0	-0.3218931257724762
601	MESH:D001943	157	0	0.9808711409568787
602	MESH:D000740	2006	0	0.9453035593032837
603	MESH:D001932	6382	0	0.21118298172950745
604	MESH:D004938	6271	0	0.9223623871803284
605	MESH:D001943	917	0	0.9691413640975952
606	MESH:D001932	240	0	0.8396456241607666
607	MESH:D050197	1956	0	0.9649321436882019
608	MESH:D008545	2019	0	0.9978228211402893
609	MESH:D012559	150	0	0.9630715250968933
610	MESH:D010300	2006	0	0.9333392977714539
611	MESH:D008545	3481	0	0.9929386973381042
612	MESH:D006973	627	0	0.9923076033592224
613	MESH:D000740	348	0	0.9358870387077332
614	MESH:D010190	5133	0	0.9499655365943909
615	MESH:D003924	19	0	0.9675763249397278
616	MESH:D001859	3553	0	0.9789562821388245
617	MESH:D013274	348	0	0.9592714309692383
618	MESH:D008545	60	0	0.9908374547958374
619	MESH:D003924	5728	0	0.8964478373527527
620	MESH:D000544	5728	0	0.9177534580230713
621	MESH:D001714	1029	0	0.9741297364234924
622	MESH:D000740	5443	0	0.9600216150283813
623	MESH:D008180	546	0	0.9755678176879883
624	MESH:D007680	3553	0	0.9550492167472839
625	MESH:D010190	3553	0	0.9567938446998596
626	MESH:D012559	2064	0	0.9860738515853882
627	MESH:D000544	941	0	0.9264963865280151
628	MESH:D010300	5925	0	0.9418265223503113
629	MESH:D003924	116	0	0.9353043437004089
630	MESH:D006973	3313	0	-0.3558381199836731
631	MESH:D012878	6663	0	0.9773696660995483
632	MESH:D008545	672	0	0.9788219332695007
633	MESH:D012559	177	0	-0.3768320679664612
634	MESH:D007680	142	0	0.9565343260765076
635	MESH:D053713	3481	0	0.9927361607551575
636	MESH:D008545	2006	0	0.9798306822776794
637	MESH:D011471	3553	0	0.9884359836578369
638	MESH:D012559	327	0	0.8048189878463745
639	MESH:D008180	348	0	0.972916841506958
640	MESH:D003924	5728	0	0.8964478373527527
641	MESH:D001172	595	0	0.9629961252212524
642	MESH:D010051	71	0	0.9910055994987488
643	MESH:D012559	3481	0	0.9888890385627747
644	MESH:D050197	1029	0	0.9504717588424683
645	MESH:D008180	1029	0	0.9754969477653503
646	MESH:D010051	1029	0	0.9747509360313416
647	MESH:D000740	7421	0	0.963153600692749
648	MESH:D001859	388	0	0.9025114178657532
649	MESH:D006973	627	0	0.9923076033592224
650	MESH:D001172	595	0	0.9629961252212524
651	MESH:D001172	10	0	0.9993607401847839
652	MESH:D011471	1996	0	-0.9085114002227783
653	MESH:D010051	1806	0	0.9897582530975342
654	MESH:D000740	1080	0	0.9604339003562927
655	MESH:D011471	8678	0	0.99232417345047
656	MESH:D007680	941	0	0.8936910033226013
657	MESH:D003924	941	0	0.899394154548645
658	MESH:D008105	3383	0	0.9719746112823486
659	MESH:D003924	5443	0	0.9686859250068665
660	MESH:D011471	2597	0	0.9410329461097717
661	MESH:D001249	54	0	0.9915564060211182
662	MESH:D004938	354	0	0.9652255177497864
663	MESH:D010190	3481	0	0.9601426720619202
664	MESH:D000740	7157	0	0.9633818864822388
665	MESH:D008105	3815	0	0.971491277217865
666	MESH:D001943	8626	0	0.9988256096839905
667	MESH:D003924	7984	0	0.9697433710098267
668	MESH:D003924	24	0	0.9696019887924194
669	MESH:D010051	5443	0	0.9972008466720581
670	MESH:D010300	5091	0	0.9427758455276489
671	MESH:D010300	941	0	0.8842219710350037
672	MESH:D004938	3553	0	0.9567043781280518
673	MESH:D008105	552	0	0.1683797687292099
674	MESH:D014820	4153	0	0.9635832905769348
675	MESH:D012559	150	0	0.9630715250968933
676	MESH:D003093	5290	0	0.9495078921318054
677	MESH:D005901	3553	0	0.983545184135437
678	MESH:D001932	3383	0	0.9467955231666565
679	MESH:D000544	5728	0	0.9177534580230713
680	MESH:D013274	3552	0	0.9796221256256104
681	MESH:D005910	3552	0	0.99387526512146
682	MESH:D013274	207	0	0.9785863161087036
683	MESH:D011471	941	0	0.9260530471801758
684	MESH:D000544	7189	0	0.9942448735237122
685	MESH:D006973	952	0	0.9932408928871155
686	MESH:D001943	5443	0	0.9974976181983948
687	MESH:D001943	100	0	0.9928868412971497
688	MESH:D000310	6750	0	0.9818164706230164
689	MESH:D003924	633	0	0.9622450470924377
690	MESH:D006509	627	0	0.9904425740242004
691	MESH:D002446	133	0	0.9835615754127502
692	MESH:D001714	250	0	0.9945542812347412
693	MESH:D011471	2353	0	0.9794492721557617
694	MESH:D001714	2064	0	0.9881224036216736
695	MESH:D014820	1956	0	0.9575842618942261
696	MESH:D001714	3383	0	0.9937795400619507
697	MESH:D000740	173	0	0.4854097068309784
698	MESH:D010190	150	0	0.9312965869903564
699	MESH:D003924	5888	0	0.9656562805175781
700	MESH:D001943	3552	0	0.9934113621711731
701	MESH:D008180	595	0	0.962853193283081
702	MESH:D011471	4153	0	0.9986336827278137
703	MESH:D003922	4609	0	0.9942827820777893
704	MESH:D006973	6774	0	0.9913338422775269
705	MESH:D011471	348	0	0.9726409912109375
706	MESH:D012559	8626	0	0.9951415657997131
707	MESH:D013274	8678	0	0.9782333374023438
708	MESH:D006258	1029	0	0.9710370302200317
709	MESH:D014820	6774	0	0.9585630297660828
710	MESH:D001749	2353	0	0.9456681609153748
711	MESH:D010190	1000	0	0.9621893763542175
712	MESH:D000740	1956	0	0.9534868597984314
713	MESH:D001714	348	0	0.9708271622657776
714	MESH:D011471	3553	0	0.9884359836578369
715	MESH:D005910	3383	0	0.9955999851226807
716	MESH:D001172	1029	0	0.9750800132751465
717	MESH:D013274	54	0	0.9775601029396057
718	MESH:D000544	2012	0	0.8870697617530823
719	MESH:D001172	59272	0	0.9993215203285217
720	MESH:D010300	4221	0	0.9492118954658508
721	MESH:D010051	3791	0	0.9796991944313049
722	MESH:D002446	627	0	0.9853994846343994
723	MESH:D010190	10	0	0.9643285274505615
724	MESH:D013274	19	0	0.9801458120346069
725	MESH:D003093	250	0	0.9554025530815125
726	MESH:D053713	595	0	0.9623163342475891
727	MESH:D007680	351	0	0.9682387113571167
728	MESH:D001172	4609	0	0.9982807040214539
729	MESH:D010195	3815	0	0.9827436804771423
730	MESH:D011471	1031	0	0.9973656535148621
731	MESH:D000740	633	0	0.9554383158683777
732	MESH:D008180	19	0	0.9948935508728027
733	MESH:D001172	1806	0	0.9898781776428223
734	MESH:D001249	7157	0	0.9989060759544373
735	MESH:D003924	4283	0	-0.9469571709632874
736	MESH:D007680	19	0	0.9645259976387024
737	MESH:D053713	7157	0	0.9987717866897583
738	MESH:D001172	27	0	0.9987590312957764
739	MESH:D001249	580	0	0.9861738085746765
740	MESH:D013274	18	0	0.9659221768379211
741	MESH:D002446	3791	0	0.9739434719085693
742	MESH:D001172	3791	0	0.9797443747520447
743	MESH:D004938	1806	0	0.9559783339500427
