disease	gene	class	score
MESH:D004827	1131	1	0.1458127200603485
MESH:D003924	6288	0	0.14576588571071625
MESH:D001943	3815	1	0.14571905136108398
MESH:D005134	4053	0	0.14570635557174685
MESH:D019337	367	1	0.14563186466693878
MESH:D005642	3566	0	0.14558668434619906
MESH:D004827	19	0	0.14558370411396027
MESH:D001249	6462	0	0.14555467665195465
MESH:D012468	23269	1	0.14550654590129852
MESH:D004827	1636	0	0.14544764161109924
MESH:D010190	887	1	0.14541564881801605
MESH:D010051	207	1	0.14538346230983734
MESH:D019337	978	1	0.14537246525287628
MESH:D007676	4609	0	0.14536252617836
MESH:D007676	4609	0	0.14536252617836
MESH:D012030	4681	1	0.14534343779087067
MESH:D008180	10666	1	0.14530441164970398
MESH:D011085	3977	1	0.14528244733810425
MESH:D000690	5630	1	0.1452544629573822
MESH:D005134	1871	1	0.1452435702085495
MESH:D008113	5265	1	0.14521540701389313
MESH:D001172	7103	0	0.14517098665237427
MESH:D004938	224	1	0.14510712027549744
MESH:D006509	2678	1	0.14509691298007965
MESH:D012468	595	1	0.1450665295124054
MESH:D003876	268	0	0.14504827558994293
MESH:D001289	2917	1	0.1450350284576416
MESH:D003093	920	1	0.14499521255493164
MESH:D013274	54	0	0.1449725776910782
MESH:D003876	920	1	0.1449599266052246
MESH:D029424	710	0	0.14487320184707642
MESH:D005910	947	0	0.14482316374778748
MESH:D007676	7124	1	0.14478950202465055
MESH:D011085	5054	1	0.14477869868278506
MESH:D006509	1356	0	0.1447506994009018
MESH:D000740	6007	1	0.1447160392999649
MESH:D019337	796	0	0.14468957483768466
MESH:D003924	6514	1	0.14463776350021362
MESH:D014594	3294	1	0.14461365342140198
MESH:D009290	6863	1	0.14460378885269165
MESH:D012595	596	0	0.14459306001663208
MESH:D003731	6647	0	0.14457552134990692
MESH:D000506	1234	0	0.14457198977470398
MESH:D001172	3002	1	0.14455468952655792
MESH:D001321	5265	0	0.14453740417957306
MESH:D009217	2308	1	0.14452426135540009
MESH:D007680	1296	0	0.1444784700870514
MESH:D009765	1312	1	0.14446650445461273
MESH:D006973	7200	1	0.14437900483608246
MESH:D005901	43	0	0.14437539875507355
MESH:D007680	3945	1	0.1443403959274292
MESH:D014820	2315	1	0.14429906010627747
MESH:D001943	3562	0	0.14426514506340027
MESH:D001943	3562	0	0.14426514506340027
MESH:D001943	3952	1	0.14426057040691376
MESH:D010518	5345	1	0.14425475895404816
MESH:D006258	306	0	0.14423808455467224
MESH:D019337	1021	1	0.1442350149154663
MESH:D050197	3827	1	0.14422516524791718
MESH:D029424	842	0	0.1442018896341324
MESH:D011471	10158	1	0.1441812664270401
MESH:D000740	3553	1	0.14417356252670288
MESH:D000740	5443	0	0.14395751059055328
MESH:D000740	5443	0	0.14395751059055328
MESH:D001943	1071	0	0.14394807815551758
MESH:D024821	5211	0	0.14394114911556244
MESH:D011471	839	1	0.14391805231571198
MESH:D003876	3576	1	0.14388148486614227
MESH:D001932	257	1	0.14381179213523865
MESH:D010195	7124	1	0.14380909502506256
MESH:D001528	3383	1	0.14379514753818512
MESH:D019337	1586	0	0.1437768042087555
MESH:D050197	5319	1	0.14377152919769287
MESH:D015535	4049	1	0.1437559276819229
MESH:D001943	572	0	0.14371523261070251
MESH:D001943	6865	0	0.14370621740818024
MESH:D012468	7018	0	0.14365388453006744
MESH:D012559	941	0	0.14364668726921082
MESH:D024821	1401	1	0.14362174272537231
MESH:D003866	775	1	0.14360015094280246
MESH:D009103	326	0	0.14358820021152496
MESH:D010300	6622	1	0.14355655014514926
MESH:D011471	563	1	0.14351359009742734
MESH:D008105	284	0	0.14348790049552915
MESH:D008180	8870	0	0.14347775280475614
MESH:D003093	572	0	0.1434697061777115
MESH:D014594	4292	1	0.1434606909751892
MESH:D003424	158	0	0.14345866441726685
MESH:D011085	581	1	0.1434248685836792
MESH:D000740	2694	1	0.14337967336177826
MESH:D010051	2067	1	0.143353208899498
MESH:D005134	1031	1	0.14332465827465055
MESH:D005922	1356	1	0.1432885378599167
MESH:D005922	1278	0	0.14320987462997434
MESH:D008105	1499	0	0.1432095170021057
MESH:D011471	7980	0	0.14313822984695435
MESH:D002971	1947	0	0.14309608936309814
MESH:D007680	5788	0	0.14308524131774902
MESH:D008105	6522	1	0.14306223392486572
MESH:D005901	229	0	0.1430543065071106
MESH:D007676	251	1	0.14304177463054654
MESH:D001528	3683	1	0.1430365890264511
MESH:D001932	632	0	0.14297999441623688
MESH:D003876	3627	1	0.142965629696846
MESH:D008105	265	1	0.14296093583106995
MESH:D005922	4548	0	0.14294224977493286
MESH:D004827	1756	1	0.1428721845149994
MESH:D009765	5697	1	0.14286558330059052
MESH:D019337	5966	1	0.14282241463661194
MESH:D005922	595	0	0.14281073212623596
MESH:D009290	793	0	0.14278177917003632
MESH:D008105	1978	0	0.1427789330482483
MESH:D004827	6793	0	0.14276741445064545
MESH:D007676	3931	1	0.1427629292011261
MESH:D010300	4129	1	0.1427280604839325
MESH:D001943	598	1	0.1427270621061325
MESH:D001321	8991	0	0.1426917016506195
MESH:D004938	217	1	0.14267949759960175
MESH:D013274	4057	0	0.14252372086048126
MESH:D007680	1803	0	0.1425119936466217
MESH:D019337	285	0	0.1425100862979889
MESH:D006973	70	1	0.1425013244152069
MESH:D014594	207	1	0.14249612390995026
MESH:D012878	2736	1	0.14249302446842196
MESH:D011085	1588	1	0.1424819380044937
MESH:D008545	7365	1	0.14242886006832126
MESH:D003424	251	0	0.14241309463977814
MESH:D010051	4292	1	0.14240936934947968
MESH:D010195	1990	1	0.14239856600761416
MESH:D011471	3553	0	0.14239467680454254
MESH:D011471	3553	0	0.14239467680454254
MESH:D019337	3687	1	0.14238546788692474
MESH:D005922	219	0	0.14236444234848022
MESH:D010300	135	1	0.1422731727361679
MESH:D012559	2670	1	0.1422288417816162
MESH:D001172	633	1	0.14221473038196564
MESH:D011085	1742	1	0.14218637347221375
MESH:D009765	1675	1	0.14216992259025574
MESH:D004938	108	0	0.1420915275812149
MESH:D008545	2006	0	0.14206920564174652
MESH:D013274	1476	0	0.14205655455589294
MESH:D001528	302	0	0.14205004274845126
MESH:D011471	1728	1	0.1420123130083084
MESH:D006973	153	1	0.14200952649116516
MESH:D002446	627	0	0.14200183749198916
MESH:D000544	347	1	0.14200060069561005
MESH:D001321	973	0	0.14196038246154785
MESH:D010190	4599	0	0.14194542169570926
MESH:D003924	324	0	0.14191769063472748
MESH:D011471	306	1	0.14190365374088287
MESH:D005923	3990	1	0.14190217852592468
MESH:D011085	226	0	0.1417950689792633
MESH:D006258	598	1	0.14178073406219482
MESH:D008113	3856	1	0.14175158739089966
MESH:D003924	7103	1	0.14168962836265564
MESH:D008180	928	0	0.1416786015033722
MESH:D011471	1471	0	0.14165771007537842
MESH:D011471	1471	0	0.14165771007537842
MESH:D003110	6201	0	0.14164999127388
MESH:D005910	5728	1	0.14155319333076474
MESH:D001321	925	0	0.14146502315998075
MESH:D001321	925	0	0.14146502315998075
MESH:D007680	11330	0	0.141460582613945
MESH:D019337	6714	1	0.14144963026046753
MESH:D001932	5179	0	0.1414393037557602
MESH:D003093	5444	0	0.1414233297109604
MESH:D005134	729238	0	0.14138972759246826
MESH:D001943	157	0	0.1413705348968506
MESH:D005901	2335	1	0.1413699835538864
MESH:D019337	3291	0	0.14135441184043884
MESH:D005922	3358	0	0.14135392010211945
MESH:D013274	759	1	0.14134234189987185
MESH:D007680	5371	0	0.14133603870868686
MESH:D003110	3565	0	0.14130191504955292
MESH:D010024	7124	1	0.14129574596881864
MESH:D006973	639	0	0.14129091799259186
MESH:D016584	348	0	0.14128363132476807
MESH:D011471	2896	0	0.14125771820545194
MESH:D001859	673	1	0.1412472277879715
MESH:D001650	3082	1	0.1412377804517746
MESH:D001714	3630	1	0.14123500883579254
MESH:D003924	2869	1	0.14122313261032104
MESH:D008105	1555	0	0.14117801189422607
MESH:D007918	7124	1	0.14115792512893674
MESH:D009765	25	0	0.14115701615810394
MESH:D008545	948	0	0.14114370942115784
MESH:D024821	335	1	0.14114277064800262
MESH:D003424	213	1	0.1411425769329071
MESH:D008545	3820	1	0.1411246657371521
MESH:D001172	3643	0	0.14111964404582975
MESH:D003924	954	0	0.14109903573989868
MESH:D001943	396	1	0.1410827934741974
MESH:D003922	962	0	0.14098826050758362
MESH:D008545	4316	0	0.14095479249954224
MESH:D019337	1499	0	0.14094507694244385
MESH:D050197	6948	0	0.1409437209367752
MESH:D005879	3326	0	0.1409379541873932
MESH:D001943	1776	0	0.1409338414669037
MESH:D010195	5354	0	0.14092229306697845
MESH:D001714	6532	1	0.14085081219673154
MESH:D009765	5080	0	0.14082957804203033
MESH:D011471	3283	1	0.14082470536231995
MESH:D008105	941	1	0.14081944525241852
MESH:D000163	213	1	0.14080025255680084
MESH:D000163	952	1	0.1407708078622818
MESH:D008545	729238	0	0.1407214105129242
MESH:D008545	729238	0	0.1407214105129242
MESH:D001943	3371	0	0.1406855434179306
MESH:D001321	3630	0	0.1406838446855545
MESH:D001321	3479	1	0.1406717300415039
MESH:D009765	5919	1	0.14066103100776672
MESH:D006973	4023	1	0.14065106213092804
MESH:D000544	1509	1	0.14056521654129028
MESH:D007680	249	0	0.1405324935913086
MESH:D013274	301	1	0.14051878452301025
MESH:D008288	3553	1	0.14050620794296265
MESH:D001172	51561	1	0.1404435634613037
MESH:D003093	154	1	0.140388160943985
MESH:D003424	5743	1	0.14037589728832245
MESH:D008545	941	1	0.14035433530807495
MESH:D000690	5743	1	0.14035281538963318
MESH:D009103	4609	1	0.14032961428165436
MESH:D004827	2353	1	0.14031988382339478
MESH:D004827	4771	1	0.1403086930513382
MESH:D004827	4613	0	0.14028887450695038
MESH:D006973	1312	1	0.1402866691350937
MESH:D011471	213	0	0.14026038348674774
MESH:D011471	213	0	0.14026038348674774
MESH:D008180	3756	0	0.14025157690048218
MESH:D009373	1917	0	0.1402469426393509
MESH:D001172	968	1	0.1402372419834137
MESH:D004827	5979	1	0.1401466578245163
MESH:D001714	6863	1	0.14013589918613434
MESH:D054990	5328	1	0.14012177288532254
MESH:D014820	6347	0	0.1401149332523346
MESH:D011471	6648	1	0.1400546282529831
MESH:D007562	3119	1	0.13995122909545898
MESH:D004938	912	0	0.13994337618350985
MESH:D001932	113235	0	0.13994087278842926
MESH:D001943	6714	1	0.13982810080051422
MESH:D011085	3976	1	0.13982395827770233
MESH:D015209	2805	1	0.13980168104171753
MESH:D053040	358	1	0.13978935778141022
MESH:D050197	7941	1	0.13978460431098938
MESH:D019337	4312	0	0.1397334486246109
MESH:D005910	1476	1	0.1396801471710205
MESH:D007680	3162	0	0.13966435194015506
MESH:D001943	4691	0	0.13965032994747162
MESH:D000544	7157	1	0.13964605331420898
MESH:D001249	1910	1	0.13963501155376434
MESH:D019337	3952	0	0.1396278440952301
MESH:D000740	920	1	0.13960959017276764
MESH:D003922	1356	1	0.1396045833826065
MESH:D001932	239	0	0.13960447907447815
MESH:D003924	3098	1	0.1396019011735916
MESH:D001172	345	0	0.1395852118730545
MESH:D010195	4353	1	0.13953353464603424
MESH:D003110	4807	0	0.13952146470546722
MESH:D008105	2806	1	0.1394786387681961
MESH:D010051	2516	1	0.13947241008281708
MESH:D010190	3827	0	0.1394716501235962
MESH:D011471	973	0	0.13946546614170074
MESH:D003924	288	0	0.13946369290351868
MESH:D029424	718	0	0.13943925499916074
MESH:D019337	7490	1	0.13941578567028046
MESH:D001943	186	1	0.1393846571445465
MESH:D029424	5054	1	0.13938437402248385
MESH:D003093	808	1	0.13934622704982758
MESH:D005922	526	1	0.1393253058195114
MESH:D011471	5728	1	0.13932131230831146
MESH:D000544	596	1	0.1392918974161148
MESH:D011471	185	0	0.13928194344043732
MESH:D019337	2993	1	0.13923178613185885
MESH:D001943	2260	1	0.13922540843486786
MESH:D019337	1053	1	0.13920913636684418
MESH:D012559	7054	1	0.13917437195777893
MESH:D004827	471	1	0.13912315666675568
MESH:D011471	2820	0	0.13911959528923035
MESH:D008545	6794	0	0.13911119103431702
MESH:D006509	231	1	0.13910208642482758
MESH:D019337	5079	1	0.13908126950263974
MESH:D000544	3481	1	0.13907043635845184
MESH:D011471	241	0	0.13906554877758026
MESH:D050197	2155	1	0.13906387984752655
MESH:D007918	1636	0	0.1390504390001297
MESH:D013167	3627	0	0.1390407383441925
MESH:D006111	2944	0	0.1389831304550171
MESH:D015209	3991	0	0.13895361125469208
MESH:D006973	3479	1	0.13894779980182648
MESH:D004938	595	1	0.1388624757528305
MESH:D001943	79751	0	0.13885362446308136
MESH:D013167	8091	0	0.13880710303783414
MESH:D012559	4155	1	0.13878650963306427
MESH:D005922	4170	0	0.1387702077627182
MESH:D019337	4255	1	0.13875365257263186
MESH:D007680	6648	1	0.13874132931232452
MESH:D019337	944	1	0.13867118954658508
MESH:D005134	1874	1	0.13866911828517914
MESH:D010300	2539	0	0.13866591453552246
MESH:D010190	7124	1	0.1386163979768753
MESH:D019337	348980	0	0.13861621916294098
MESH:D001714	183	0	0.1386154294013977
MESH:D001714	183	0	0.1386154294013977
MESH:D005910	5054	0	0.13853086531162262
MESH:D012468	1029	0	0.13849930465221405
MESH:D050197	1471	1	0.13846668601036072
MESH:D000544	3725	0	0.1384636014699936
MESH:D007676	5054	1	0.13843297958374026
MESH:D012559	5476	0	0.13843226432800293
MESH:D006258	595	1	0.13839370012283325
MESH:D005910	4771	0	0.13837026059627533
MESH:D004827	836	1	0.13836504518985748
MESH:D010190	4316	0	0.1383569836616516
MESH:D010051	60	0	0.13829758763313293
MESH:D007680	2719	1	0.13825249671936035
MESH:D001943	2147	0	0.13824544847011566
MESH:D000690	283	1	0.1381620317697525
MESH:D011471	912	0	0.13811276853084564
MESH:D003110	3308	0	0.13805897533893585
MESH:D019337	952	1	0.13805744051933289
MESH:D013274	213	1	0.13805533945560455
MESH:D011085	4852	0	0.13804657757282254
MESH:D005922	5788	1	0.13799862563610074
MESH:D001943	3240	1	0.13794226944446564
MESH:D005901	2026	0	0.13790440559387207
MESH:D006258	1806	1	0.13786594569683075
MESH:D007680	5443	1	0.1378611922264099
MESH:D008545	4524	0	0.13782772421836853
MESH:D008180	5423	1	0.13781718909740448
MESH:D019337	6886	1	0.1377987414598465
MESH:D000740	2335	0	0.13779352605342865
MESH:D019337	207	1	0.13774456083774567
MESH:D003922	51083	1	0.13771845400333405
MESH:D008545	4292	1	0.13771377503871918
MESH:D012030	10397	0	0.13770826160907745
MESH:D004827	104	0	0.13761085271835327
MESH:D003093	7040	1	0.13756521046161652
MESH:D011471	153	0	0.13752250373363495
MESH:D001943	2662	1	0.137498676776886
MESH:D007676	949	1	0.13748669624328613
MESH:D010051	7054	0	0.13748644292354584
MESH:D019337	1399	1	0.13748301565647125
MESH:D001943	4830	1	0.1374514400959015
MESH:D001943	1499	1	0.13744893670082092
MESH:D009290	3815	0	0.13741135597229004
MESH:D015433	958	1	0.13738930225372314
MESH:D000544	51083	1	0.13738007843494415
MESH:D017545	5592	1	0.13734975457191467
MESH:D019337	7066	1	0.13733401894569394
MESH:D005922	586	1	0.1373136341571808
MESH:D011471	196	1	0.1373133808374405
MESH:D012468	1392	0	0.13722608983516693
MESH:D019337	332	1	0.13722388446331024
MESH:D012468	999	1	0.1371888667345047
MESH:D001249	3553	1	0.13718369603157046
MESH:D001321	1979	1	0.1371583789587021
MESH:D007680	3553	0	0.13715292513370514
MESH:D003922	5444	0	0.1371251493692398
MESH:D017545	3713	0	0.13711142539978027
MESH:D009103	5444	1	0.1371016502380371
MESH:D008288	4609	0	0.13701972365379333
MESH:D008288	4609	0	0.13701972365379333
MESH:D017544	185	1	0.1370161473751068
MESH:D005923	4023	1	0.13700495660305026
MESH:D003922	1786	0	0.1369856297969818
MESH:D013736	3440	0	0.13698430359363556
MESH:D019337	578	1	0.13696540892124176
MESH:D002446	2113	1	0.1369572877883911
MESH:D008105	10461	0	0.13692989945411682
MESH:D005134	2475	0	0.13691794872283936
MESH:D011471	43	1	0.13689488172531128
MESH:D017545	4088	1	0.13686692714691162
MESH:D003922	288	0	0.13684864342212674
MESH:D006111	2009	0	0.1368398368358612
MESH:D005922	6856	1	0.13683752715587616
MESH:D011471	1401	0	0.1368149220943451
MESH:D006509	5594	0	0.1367911398410797
MESH:D002446	4153	1	0.1367836445569992
MESH:D003876	3567	1	0.13677364587783813
MESH:D019337	3481	0	0.13674865663051605
MESH:D019337	3481	0	0.13674865663051605
MESH:D001943	472	1	0.13674278557300568
MESH:D005706	7157	1	0.13671809434890747
MESH:D002446	84162	1	0.13668474555015564
MESH:D001943	353	1	0.13660621643066406
MESH:D014594	332	1	0.13652189075946808
MESH:D001749	2175	1	0.13650040328502655
MESH:D012030	6462	0	0.13647432625293732
MESH:D024821	6319	1	0.1364586353302002
MESH:D003093	7421	1	0.13645362854003906
MESH:D013274	5054	1	0.1364196091890335
MESH:D013274	596	0	0.1364082247018814
MESH:D011085	7112	0	0.13639654219150546
MESH:D003922	999	0	0.13635341823101044
MESH:D053040	1184	1	0.13634930551052096
MESH:D001249	5054	1	0.136340394616127
MESH:D019337	5582	1	0.13634026050567627
MESH:D012559	2099	1	0.13632379472255707
MESH:D003922	868	1	0.1362871378660202
MESH:D008545	100507436	0	0.1362842321395874
MESH:D009103	3557	0	0.13621406257152555
MESH:D005922	3059	1	0.13620717823505402
MESH:D003922	2641	1	0.136190265417099
MESH:D007918	8767	1	0.1361883282661438
MESH:D053040	1183	1	0.13614414632320404
MESH:D012468	3383	0	0.13611625134944916
MESH:D012468	3383	0	0.13611625134944916
MESH:D001249	929	1	0.13610824942588806
MESH:D003866	3123	0	0.13603393733501434
MESH:D011085	1356	0	0.13598452508449554
MESH:D008288	949	1	0.13597401976585388
MESH:D050197	2695	0	0.13596691191196442
MESH:D004827	4155	1	0.1359109729528427
MESH:D004827	1440	0	0.1358156055212021
MESH:D019337	25	1	0.1358027160167694
MESH:D013736	306	0	0.13577918708324432
MESH:D001172	51744	1	0.13577847182750702
MESH:D005922	171558	0	0.13577835261821747
MESH:D005134	23451	1	0.1357424408197403
MESH:D012559	5362	1	0.13573573529720304
MESH:D004827	2690	0	0.1357242465019226
MESH:D007680	25	0	0.1357184201478958
MESH:D003922	2944	0	0.13568931818008426
MESH:D003922	2944	0	0.13568931818008426
MESH:D003922	2944	0	0.13568931818008426
MESH:D000740	348	0	0.13567723333835602
MESH:D009373	3623	1	0.13566061854362488
MESH:D011471	4811	0	0.13561409711837769
MESH:D012468	2098	0	0.1356102079153061
MESH:D001943	3977	0	0.13555915653705594
MESH:D004827	551	1	0.13554424047470093
MESH:D008180	7161	0	0.13554248213768005
MESH:D015209	251	1	0.13548055291175842
MESH:D012559	1401	0	0.1354600489139557
MESH:D012559	1401	0	0.1354600489139557
MESH:D010024	335	0	0.13545911014080048
MESH:D007680	582	0	0.13540910184383392
MESH:D010051	3945	0	0.1354067325592041
MESH:D001249	3119	1	0.13537399470806122
MESH:D003093	659	0	0.13537031412124634
MESH:D006509	5142	0	0.13535350561141968
MESH:D006509	5142	0	0.13535350561141968
MESH:D009080	920	1	0.13530170917510986
MESH:D013274	3569	1	0.13526542484760284
MESH:D006973	2147	1	0.13522383570671082
MESH:D019337	7837	1	0.13521966338157654
MESH:D013274	5319	0	0.13521352410316467
MESH:D002446	6580	0	0.13521015644073486
MESH:D012468	6595	1	0.13516020774841309
MESH:D011471	3485	0	0.1351524293422699
MESH:D001943	1019	1	0.13514208793640134
MESH:D005922	2729	0	0.13513539731502533
MESH:D009290	7124	1	0.1350947767496109
MESH:D008288	7099	1	0.13508546352386475
MESH:D013274	999	1	0.13507932424545288
MESH:D019337	965	1	0.13500520586967468
MESH:D014846	567	0	0.13499227166175842
MESH:D005922	159	1	0.13498614728450775
MESH:D010190	925	0	0.13497915863990784
MESH:D000690	6007	0	0.13497726619243622
MESH:D012468	602	0	0.13495229184627533
MESH:D009103	3105	1	0.13493499159812927
MESH:D010051	7422	1	0.13489410281181335
MESH:D005922	3309	0	0.13488563895225525
MESH:D019337	356	1	0.13482479751110074
MESH:D011471	324	1	0.1347833126783371
MESH:D019337	1017	1	0.13471341133117676
MESH:D000690	1113	1	0.13470099866390228
MESH:D011471	7099	1	0.13469716906547546
MESH:D001943	5792	0	0.13469074666500092
MESH:D001943	2114	1	0.13468913733959198
MESH:D015209	1123	0	0.13468797504901886
MESH:D005922	3558	0	0.13466183841228485
MESH:D005922	3558	0	0.13466183841228485
MESH:D007680	6098	1	0.13461901247501373
MESH:D001471	3575	0	0.13460849225521088
MESH:D005134	2697	0	0.13450895249843595
MESH:D007680	10397	1	0.1345084309577942
MESH:D001943	2152	1	0.13448762893676758
MESH:D004938	7124	0	0.13442805409431458
MESH:D008113	2113	0	0.1344178169965744
MESH:D009290	632	0	0.13441279530525208
MESH:D004827	307	0	0.13439244031906128
MESH:D019337	968	1	0.13438673317432406
MESH:D005910	3725	0	0.13438600301742554
MESH:D001943	1543	1	0.13437187671661374
MESH:D001172	1381	0	0.13435548543930054
MESH:D001172	9415	1	0.13434870541095734
MESH:D001172	941	1	0.1343226283788681
MESH:D002311	70	1	0.1343178004026413
MESH:D010190	3439	1	0.1343160718679428
MESH:D010190	7980	1	0.13431037962436676
MESH:D012595	199	1	0.13430137932300568
MESH:D005910	3603	1	0.1342676877975464
MESH:D001943	585	0	0.1342562735080719
MESH:D024821	7412	1	0.13423922657966614
MESH:D001528	213	0	0.1342291682958603
MESH:D011471	1131	0	0.13421368598937988
MESH:D010195	112476	0	0.13420340418815613
MESH:D011471	7538	0	0.13418085873126984
MESH:D003924	181	1	0.1341763734817505
MESH:D008545	53942	0	0.1341288685798645
MESH:D000544	199	0	0.1341174840927124
MESH:D009217	4436	0	0.1339973509311676
MESH:D013274	196	1	0.13399489223957062
MESH:D011471	3977	1	0.13398508727550507
MESH:D007680	7068	0	0.13394354283809662
MESH:D001172	301	0	0.13391780853271484
MESH:D017544	3949	1	0.13390293717384338
MESH:D008105	5594	0	0.13390293717384338
MESH:D010300	10462	0	0.1338585615158081
MESH:D001943	489	0	0.13384820520877838
MESH:D001321	1312	1	0.13381759822368622
MESH:D004827	1965	1	0.13377445936203006
MESH:D011471	3855	0	0.13376805186271667
MESH:D011471	3855	0	0.13376805186271667
MESH:D024821	1234	0	0.13375118374824524
MESH:D024821	1234	0	0.13375118374824524
MESH:D006509	1063	0	0.13373497128486633
MESH:D001172	54826	1	0.13373427093029022
MESH:D008545	1958	0	0.1336348056793213
MESH:D010195	2735	0	0.13361752033233645
MESH:D011471	4072	1	0.13361743092536926
MESH:D006258	8795	1	0.13361158967018127
MESH:D017545	4313	1	0.13356143236160278
MESH:D003924	3263	1	0.133544921875
MESH:D019337	8833	1	0.1335405558347702
MESH:D009103	720	1	0.13353377580642697
MESH:D006258	7298	1	0.13351187109947205
MESH:D008113	6598	0	0.13351137936115265
MESH:D001943	659	1	0.13346576690673828
MESH:D011085	146	1	0.13343149423599246
MESH:D050197	6646	1	0.13340696692466736
MESH:D005922	118	0	0.13336139917373654
MESH:D010195	3569	1	0.13329289853572845
MESH:D013167	7099	1	0.13327723741531372
MESH:D005922	7941	1	0.13324804604053495
MESH:D003924	9479	1	0.13319946825504306
MESH:D014820	2944	1	0.13318705558776855
MESH:D001321	9037	1	0.13316303491592407
MESH:D006509	356	1	0.1331193447113037
MESH:D009103	706	0	0.1330973356962204
MESH:D019337	472	1	0.13307839632034302
MESH:D012004	923	1	0.1330711543560028
MESH:D001650	4323	0	0.13305999338626862
MESH:D001749	2534	0	0.13304120302200315
MESH:D001249	925	1	0.1330193430185318
MESH:D019337	3815	1	0.13301527500152588
MESH:D000690	4744	1	0.13284212350845334
MESH:D005922	2064	0	0.1328090876340866
MESH:D006973	94	1	0.1327965408563614
MESH:D007676	3553	1	0.1327754110097885
MESH:D001932	5111	1	0.13275450468063354
MESH:D007680	8431	0	0.13271982967853546
MESH:D008180	10019	1	0.13271750509738922
MESH:D004938	4617	0	0.13271233439445496
MESH:D004827	5020	1	0.13271033763885498
MESH:D000740	4018	0	0.13269180059432986
MESH:D007676	596	0	0.1326664835214615
MESH:D007676	596	0	0.1326664835214615
MESH:D012559	213	0	0.13265375792980194
MESH:D012559	213	0	0.13265375792980194
MESH:D009765	154	1	0.13263680040836334
MESH:D008545	213	1	0.13263164460659027
MESH:D003924	203	1	0.13262559473514554
MESH:D001943	1933	1	0.13259007036685946
MESH:D001943	1027	1	0.13255201280117035
MESH:D001249	213	1	0.13255155086517334
MESH:D007680	5894	1	0.13249428570270538
MESH:D001249	920	1	0.1324673444032669
MESH:D003924	4771	0	0.13246159255504608
MESH:D003924	216	0	0.13245108723640442
MESH:D003922	153	1	0.132432222366333
MESH:D008577	5155	1	0.1323978453874588
MESH:D005910	4282	0	0.1323738843202591
MESH:D005922	335	0	0.13235008716583252
MESH:D007680	5728	1	0.13233718276023865
MESH:D008105	3484	1	0.13230207562446594
MESH:D003424	7099	1	0.13229690492153168
MESH:D001943	920	1	0.1322937309741974
MESH:D016584	5054	0	0.1322879046201706
MESH:D003924	1906	1	0.13228707015514374
MESH:D012559	2905	1	0.132284015417099
MESH:D006509	7157	1	0.13225102424621582
MESH:D007680	11041	1	0.13225021958351135
MESH:D010051	5340	0	0.13219864666461945
MESH:D005923	959	1	0.1321936994791031
MESH:D013953	6351	0	0.13219265639781952
MESH:D019337	1080	0	0.13213960826396942
MESH:D008105	183	1	0.13213689625263214
MESH:D009765	3485	1	0.13211464881896973
MESH:D008113	3479	0	0.13211210072040558
MESH:D014846	5304	1	0.1320541650056839
MESH:D005134	887	0	0.1320442110300064
MESH:D010518	712	0	0.13204336166381836
MESH:D014594	4436	1	0.1320197880268097
MESH:D008113	7299	0	0.13197332620620728
MESH:D001943	384	0	0.13193616271018982
MESH:D003110	4436	1	0.13191840052604675
MESH:D009103	2520	0	0.13188613951206207
MESH:D001943	822	0	0.13186542689800262
MESH:D007676	822	0	0.13185836374759674
MESH:D011471	595	1	0.13183878362178802
MESH:D016640	367	1	0.1318274438381195
MESH:D024821	1636	1	0.13182568550109866
MESH:D004938	3162	1	0.13160930573940274
MESH:D004827	3356	1	0.1315511167049408
MESH:D000740	3417	0	0.13152189552783966
MESH:D024821	2590	1	0.13147826492786407
MESH:D001932	2160	0	0.13147380948066711
MESH:D009765	4609	1	0.13147108256816864
MESH:D010190	7128	0	0.13146363198757172
MESH:D010190	6285	0	0.13144707679748535
MESH:D001749	182	1	0.1314047873020172
MESH:D014594	1588	1	0.13137996196746826
MESH:D010190	4072	1	0.13137833774089813
MESH:D008545	251	0	0.13137099146842954
MESH:D010518	4057	1	0.13131342828273773
MESH:D003093	1901	0	0.13129623234272006
MESH:D002311	154	1	0.1311800181865692
MESH:D007680	9350	1	0.13114923238754272
MESH:D003424	374	0	0.13112366199493408
MESH:D010300	156	1	0.13109837472438812
MESH:D001943	1806	1	0.13102519512176514
MESH:D019337	1806	0	0.1310036927461624
MESH:D005642	3595	0	0.1310015171766281
MESH:D008180	3123	1	0.13098260760307312
MESH:D003424	572	0	0.13097089529037476
MESH:D003876	955	0	0.13092997670173645
MESH:D002971	4838	1	0.13092316687107086
MESH:D011085	154	1	0.13091756403446198
MESH:D008180	7351	0	0.1309060901403427
MESH:D001749	5728	1	0.1308787167072296
MESH:D000690	1270	1	0.1308618038892746
MESH:D012595	3684	1	0.13084501028060913
MESH:D029424	3553	1	0.13084053993225098
MESH:D004827	18	1	0.13083170354366302
MESH:D010300	10461	1	0.13079318404197693
MESH:D005901	713	1	0.13078069686889648
MESH:D009765	2645	1	0.130763441324234
MESH:D019337	5314	0	0.13076278567314148
MESH:D001943	4504	1	0.13075201213359833
MESH:D015535	6948	0	0.1307401806116104
MESH:D005922	3107	0	0.13073685765266418
MESH:D019337	2312	0	0.13071279227733612
